Filename;Row;Col;Label
1.jpg;0;0;Grassland
1.jpg;0;1;Lake
1.jpg;0;2;Forest
1.jpg;0;3;Forest
1.jpg;0;4;Forest
1.jpg;1;0;Grassland
1.jpg;1;1;Forest
1.jpg;1;2;Forest
1.jpg;1;3;Forest
1.jpg;1;4;Grassland
1.jpg;2;0;Grassland
1.jpg;2;1;Swamp
1.jpg;2;2;Home
1.jpg;2;3;Forest
1.jpg;2;4;Grassland
1.jpg;3;0;Grassland
1.jpg;3;1;Swamp
1.jpg;3;2;Lake
1.jpg;3;3;Grassland
1.jpg;3;4;Grassland
1.jpg;4;0;Forest
1.jpg;4;1;Lake
1.jpg;4;2;Lake
1.jpg;4;3;Grassland
1.jpg;4;4;Field
10.jpg;0;0;Field
10.jpg;0;1;Mine
10.jpg;0;2;Mine
10.jpg;0;3;Mine
10.jpg;0;4;Empty
10.jpg;1;0;Lake
10.jpg;1;1;Forest
10.jpg;1;2;Swamp
10.jpg;1;3;Swamp
10.jpg;1;4;Empty
10.jpg;2;0;Lake
10.jpg;2;1;Lake
10.jpg;2;2;Home
10.jpg;2;3;Swamp
10.jpg;2;4;Field
10.jpg;3;0;Lake
10.jpg;3;1;Lake
10.jpg;3;2;Forest
10.jpg;3;3;Field
10.jpg;3;4;Field
10.jpg;4;0;Lake
10.jpg;4;1;Lake
10.jpg;4;2;Forest
10.jpg;4;3;Forest
10.jpg;4;4;Forest
11.jpg;0;0;Forest
11.jpg;0;1;Forest
11.jpg;0;2;Forest
11.jpg;0;3;Forest
11.jpg;0;4;Forest
11.jpg;1;0;Lake
11.jpg;1;1;Field
11.jpg;1;2;Field
11.jpg;1;3;Forest
11.jpg;1;4;Forest
11.jpg;2;0;Lake
11.jpg;2;1;Field
11.jpg;2;2;Field
11.jpg;2;3;Forest
11.jpg;2;4;Home
11.jpg;3;0;Lake
11.jpg;3;1;Grassland
11.jpg;3;2;Grassland
11.jpg;3;3;Forest
11.jpg;3;4;Forest
11.jpg;4;0;Empty
11.jpg;4;1;Empty
11.jpg;4;2;Grassland
11.jpg;4;3;Forest
11.jpg;4;4;Forest
12.jpg;0;0;Field
12.jpg;0;1;Field
12.jpg;0;2;Grassland
12.jpg;0;3;Grassland
12.jpg;0;4;Empty
12.jpg;1;0;Forest
12.jpg;1;1;Lake
12.jpg;1;2;Lake
12.jpg;1;3;Lake
12.jpg;1;4;Empty
12.jpg;2;0;Grassland
12.jpg;2;1;Grassland
12.jpg;2;2;Grassland
12.jpg;2;3;Forest
12.jpg;2;4;Lake
12.jpg;3;0;Grassland
12.jpg;3;1;Swamp
12.jpg;3;2;Grassland
12.jpg;3;3;Field
12.jpg;3;4;Lake
12.jpg;4;0;Swamp
12.jpg;4;1;Swamp
12.jpg;4;2;Home
12.jpg;4;3;Field
12.jpg;4;4;Lake
13.jpg;0;0;Empty
13.jpg;0;1;Mine
13.jpg;0;2;Field
13.jpg;0;3;Field
13.jpg;0;4;Grassland
13.jpg;1;0;Field
13.jpg;1;1;Grassland
13.jpg;1;2;Lake
13.jpg;1;3;Field
13.jpg;1;4;Forest
13.jpg;2;0;Empty
13.jpg;2;1;Grassland
13.jpg;2;2;Grassland
13.jpg;2;3;Field
13.jpg;2;4;Field
13.jpg;3;0;Field
13.jpg;3;1;Swamp
13.jpg;3;2;Field
13.jpg;3;3;Field
13.jpg;3;4;Home
13.jpg;4;0;Swamp
13.jpg;4;1;Swamp
13.jpg;4;2;Field
13.jpg;4;3;Field
13.jpg;4;4;Lake
14.jpg;0;0;Field
14.jpg;0;1;Mine
14.jpg;0;2;Mine
14.jpg;0;3;Mine
14.jpg;0;4;Empty
14.jpg;1;0;Lake
14.jpg;1;1;Forest
14.jpg;1;2;Swamp
14.jpg;1;3;Swamp
14.jpg;1;4;Empty
14.jpg;2;0;Lake
14.jpg;2;1;Lake
14.jpg;2;2;Home
14.jpg;2;3;Swamp
14.jpg;2;4;Field
14.jpg;3;0;Lake
14.jpg;3;1;Lake
14.jpg;3;2;Forest
14.jpg;3;3;Field
14.jpg;3;4;Field
14.jpg;4;0;Lake
14.jpg;4;1;Lake
14.jpg;4;2;Forest
14.jpg;4;3;Forest
14.jpg;4;4;Forest
15.jpg;0;0;Forest
15.jpg;0;1;Forest
15.jpg;0;2;Forest
15.jpg;0;3;Forest
15.jpg;0;4;Forest
15.jpg;1;0;Lake
15.jpg;1;1;Field
15.jpg;1;2;Field
15.jpg;1;3;Forest
15.jpg;1;4;Forest
15.jpg;2;0;Lake
15.jpg;2;1;Field
15.jpg;2;2;Field
15.jpg;2;3;Forest
15.jpg;2;4;Home
15.jpg;3;0;Lake
15.jpg;3;1;Grassland
15.jpg;3;2;Grassland
15.jpg;3;3;Forest
15.jpg;3;4;Forest
15.jpg;4;0;Empty
15.jpg;4;1;Empty
15.jpg;4;2;Grassland
15.jpg;4;3;Forest
15.jpg;4;4;Forest
16.jpg;0;0;Field
16.jpg;0;1;Field
16.jpg;0;2;Grassland
16.jpg;0;3;Grassland
16.jpg;0;4;Empty
16.jpg;1;0;Forest
16.jpg;1;1;Lake
16.jpg;1;2;Lake
16.jpg;1;3;Lake
16.jpg;1;4;Empty
16.jpg;2;0;Grassland
16.jpg;2;1;Grassland
16.jpg;2;2;Grassland
16.jpg;2;3;Forest
16.jpg;2;4;Lake
16.jpg;3;0;Grassland
16.jpg;3;1;Swamp
16.jpg;3;2;Grassland
16.jpg;3;3;Field
16.jpg;3;4;Lake
16.jpg;4;0;Swamp
16.jpg;4;1;Swamp
16.jpg;4;2;Home
16.jpg;4;3;Field
16.jpg;4;4;Lake
17.jpg;0;0;Swamp
17.jpg;0;1;Grassland
17.jpg;0;2;Swamp
17.jpg;0;3;Field
17.jpg;0;4;Forest
17.jpg;1;0;Swamp
17.jpg;1;1;Grassland
17.jpg;1;2;Swamp
17.jpg;1;3;Field
17.jpg;1;4;Forest
17.jpg;2;0;Swamp
17.jpg;2;1;Grassland
17.jpg;2;2;Home
17.jpg;2;3;Field
17.jpg;2;4;Forest
17.jpg;3;0;Swamp
17.jpg;3;1;Grassland
17.jpg;3;2;Lake
17.jpg;3;3;Lake
17.jpg;3;4;Forest
17.jpg;4;0;Field
17.jpg;4;1;Grassland
17.jpg;4;2;Lake
17.jpg;4;3;Lake
17.jpg;4;4;Lake
18.jpg;0;0;Grassland
18.jpg;0;1;Forest
18.jpg;0;2;Field
18.jpg;0;3;Field
18.jpg;0;4;Lake
18.jpg;1;0;Empty
18.jpg;1;1;Forest
18.jpg;1;2;Forest
18.jpg;1;3;Field
18.jpg;1;4;Field
18.jpg;2;0;Empty
18.jpg;2;1;Forest
18.jpg;2;2;Home
18.jpg;2;3;Field
18.jpg;2;4;Field
18.jpg;3;0;Forest
18.jpg;3;1;Forest
18.jpg;3;2;Forest
18.jpg;3;3;Forest
18.jpg;3;4;Forest
18.jpg;4;0;Lake
18.jpg;4;1;Lake
18.jpg;4;2;Forest
18.jpg;4;3;Forest
18.jpg;4;4;Forest
19.jpg;0;0;Field
19.jpg;0;1;Grassland
19.jpg;0;2;Forest
19.jpg;0;3;Grassland
19.jpg;0;4;Lake
19.jpg;1;0;Field
19.jpg;1;1;Grassland
19.jpg;1;2;Grassland
19.jpg;1;3;Grassland
19.jpg;1;4;Field
19.jpg;2;0;Mine
19.jpg;2;1;Swamp
19.jpg;2;2;Home
19.jpg;2;3;Forest
19.jpg;2;4;Field
19.jpg;3;0;Mine
19.jpg;3;1;Mine
19.jpg;3;2;Field
19.jpg;3;3;Forest
19.jpg;3;4;Swamp
19.jpg;4;0;Field
19.jpg;4;1;Field
19.jpg;4;2;Field
19.jpg;4;3;Field
19.jpg;4;4;Field
2.jpg;0;0;Field
2.jpg;0;1;Swamp
2.jpg;0;2;Field
2.jpg;0;3;Mine
2.jpg;0;4;Swamp
2.jpg;1;0;Mine
2.jpg;1;1;Swamp
2.jpg;1;2;Field
2.jpg;1;3;Field
2.jpg;1;4;Forest
2.jpg;2;0;Mine
2.jpg;2;1;Swamp
2.jpg;2;2;Home
2.jpg;2;3;Field
2.jpg;2;4;Field
2.jpg;3;0;Mine
2.jpg;3;1;Mine
2.jpg;3;2;Grassland
2.jpg;3;3;Grassland
2.jpg;3;4;Field
2.jpg;4;0;Field
2.jpg;4;1;Field
2.jpg;4;2;Swamp
2.jpg;4;3;Swamp
2.jpg;4;4;Grassland
20.jpg;0;0;Lake
20.jpg;0;1;Lake
20.jpg;0;2;Lake
20.jpg;0;3;Lake
20.jpg;0;4;Lake
20.jpg;1;0;Forest
20.jpg;1;1;Swamp
20.jpg;1;2;Grassland
20.jpg;1;3;Forest
20.jpg;1;4;Lake
20.jpg;2;0;Mine
20.jpg;2;1;Swamp
20.jpg;2;2;Home
20.jpg;2;3;Forest
20.jpg;2;4;Lake
20.jpg;3;0;Mine
20.jpg;3;1;Mine
20.jpg;3;2;Grassland
20.jpg;3;3;Grassland
20.jpg;3;4;Lake
20.jpg;4;0;Field
20.jpg;4;1;Field
20.jpg;4;2;Field
20.jpg;4;3;Field
20.jpg;4;4;Field
21.jpg;0;0;Swamp
21.jpg;0;1;Grassland
21.jpg;0;2;Swamp
21.jpg;0;3;Field
21.jpg;0;4;Forest
21.jpg;1;0;Swamp
21.jpg;1;1;Grassland
21.jpg;1;2;Swamp
21.jpg;1;3;Field
21.jpg;1;4;Forest
21.jpg;2;0;Swamp
21.jpg;2;1;Grassland
21.jpg;2;2;Home
21.jpg;2;3;Field
21.jpg;2;4;Forest
21.jpg;3;0;Swamp
21.jpg;3;1;Grassland
21.jpg;3;2;Lake
21.jpg;3;3;Lake
21.jpg;3;4;Forest
21.jpg;4;0;Field
21.jpg;4;1;Grassland
21.jpg;4;2;Lake
21.jpg;4;3;Lake
21.jpg;4;4;Lake
22.jpg;0;0;Grassland
22.jpg;0;1;Forest
22.jpg;0;2;Field
22.jpg;0;3;Field
22.jpg;0;4;Lake
22.jpg;1;0;Empty
22.jpg;1;1;Forest
22.jpg;1;2;Forest
22.jpg;1;3;Field
22.jpg;1;4;Field
22.jpg;2;0;Empty
22.jpg;2;1;Forest
22.jpg;2;2;Home
22.jpg;2;3;Field
22.jpg;2;4;Field
22.jpg;3;0;Forest
22.jpg;3;1;Forest
22.jpg;3;2;Forest
22.jpg;3;3;Forest
22.jpg;3;4;Forest
22.jpg;4;0;Lake
22.jpg;4;1;Lake
22.jpg;4;2;Forest
22.jpg;4;3;Forest
22.jpg;4;4;Forest
23.jpg;0;0;Field
23.jpg;0;1;Grassland
23.jpg;0;2;Forest
23.jpg;0;3;Grassland
23.jpg;0;4;Lake
23.jpg;1;0;Field
23.jpg;1;1;Grassland
23.jpg;1;2;Grassland
23.jpg;1;3;Grassland
23.jpg;1;4;Field
23.jpg;2;0;Mine
23.jpg;2;1;Swamp
23.jpg;2;2;Home
23.jpg;2;3;Forest
23.jpg;2;4;Field
23.jpg;3;0;Mine
23.jpg;3;1;Mine
23.jpg;3;2;Field
23.jpg;3;3;Forest
23.jpg;3;4;Swamp
23.jpg;4;0;Field
23.jpg;4;1;Field
23.jpg;4;2;Field
23.jpg;4;3;Field
23.jpg;4;4;Field
24.jpg;0;0;Lake
24.jpg;0;1;Lake
24.jpg;0;2;Lake
24.jpg;0;3;Lake
24.jpg;0;4;Lake
24.jpg;1;0;Forest
24.jpg;1;1;Swamp
24.jpg;1;2;Grassland
24.jpg;1;3;Forest
24.jpg;1;4;Lake
24.jpg;2;0;Mine
24.jpg;2;1;Swamp
24.jpg;2;2;Home
24.jpg;2;3;Forest
24.jpg;2;4;Lake
24.jpg;3;0;Mine
24.jpg;3;1;Mine
24.jpg;3;2;Grassland
24.jpg;3;3;Grassland
24.jpg;3;4;Lake
24.jpg;4;0;Field
24.jpg;4;1;Field
24.jpg;4;2;Field
24.jpg;4;3;Field
24.jpg;4;4;Field
25.jpg;0;0;Empty
25.jpg;0;1;Lake
25.jpg;0;2;Lake
25.jpg;0;3;Lake
25.jpg;0;4;Field
25.jpg;1;0;Empty
25.jpg;1;1;Forest
25.jpg;1;2;Forest
25.jpg;1;3;Lake
25.jpg;1;4;Field
25.jpg;2;0;Lake
25.jpg;2;1;Forest
25.jpg;2;2;Home
25.jpg;2;3;Lake
25.jpg;2;4;Field
25.jpg;3;0;Lake
25.jpg;3;1;Forest
25.jpg;3;2;Swamp
25.jpg;3;3;Mine
25.jpg;3;4;Field
25.jpg;4;0;Grassland
25.jpg;4;1;Forest
25.jpg;4;2;Mine
25.jpg;4;3;Mine
25.jpg;4;4;Field
26.jpg;0;0;Forest
26.jpg;0;1;Forest
26.jpg;0;2;Forest
26.jpg;0;3;Forest
26.jpg;0;4;Lake
26.jpg;1;0;Forest
26.jpg;1;1;Field
26.jpg;1;2;Forest
26.jpg;1;3;Forest
26.jpg;1;4;Lake
26.jpg;2;0;Mine
26.jpg;2;1;Field
26.jpg;2;2;Home
26.jpg;2;3;Forest
26.jpg;2;4;Lake
26.jpg;3;0;Field
26.jpg;3;1;Field
26.jpg;3;2;Forest
26.jpg;3;3;Forest
26.jpg;3;4;Lake
26.jpg;4;0;Lake
26.jpg;4;1;Lake
26.jpg;4;2;Lake
26.jpg;4;3;Lake
26.jpg;4;4;Lake
27.jpg;0;0;Grassland
27.jpg;0;1;Grassland
27.jpg;0;2;Field
27.jpg;0;3;Field
27.jpg;0;4;Field
27.jpg;1;0;Lake
27.jpg;1;1;Grassland
27.jpg;1;2;Grassland
27.jpg;1;3;Field
27.jpg;1;4;Forest
27.jpg;2;0;Lake
27.jpg;2;1;Grassland
27.jpg;2;2;Home
27.jpg;2;3;Field
27.jpg;2;4;Forest
27.jpg;3;0;Grassland
27.jpg;3;1;Grassland
27.jpg;3;2;Field
27.jpg;3;3;Field
27.jpg;3;4;Forest
27.jpg;4;0;Field
27.jpg;4;1;Grassland
27.jpg;4;2;Forest
27.jpg;4;3;Forest
27.jpg;4;4;Forest
28.jpg;0;0;Mine
28.jpg;0;1;Mine
28.jpg;0;2;Field
28.jpg;0;3;Field
28.jpg;0;4;Swamp
28.jpg;1;0;Swamp
28.jpg;1;1;Swamp
28.jpg;1;2;Grassland
28.jpg;1;3;Grassland
28.jpg;1;4;Forest
28.jpg;2;0;Swamp
28.jpg;2;1;Swamp
28.jpg;2;2;Swamp
28.jpg;2;3;Grassland
28.jpg;2;4;Home
28.jpg;3;0;Swamp
28.jpg;3;1;Swamp
28.jpg;3;2;Swamp
28.jpg;3;3;Grassland
28.jpg;3;4;Grassland
28.jpg;4;0;Field
28.jpg;4;1;Field
28.jpg;4;2;Field
28.jpg;4;3;Field
28.jpg;4;4;Field
29.jpg;0;0;Field
29.jpg;0;1;Field
29.jpg;0;2;Field
29.jpg;0;3;Field
29.jpg;0;4;Field
29.jpg;1;0;Lake
29.jpg;1;1;Lake
29.jpg;1;2;Lake
29.jpg;1;3;Mine
29.jpg;1;4;Mine
29.jpg;2;0;Lake
29.jpg;2;1;Forest
29.jpg;2;2;Home
29.jpg;2;3;Swamp
29.jpg;2;4;Mine
29.jpg;3;0;Lake
29.jpg;3;1;Forest
29.jpg;3;2;Forest
29.jpg;3;3;Forest
29.jpg;3;4;Forest
29.jpg;4;0;Empty
29.jpg;4;1;Empty
29.jpg;4;2;Lake
29.jpg;4;3;Lake
29.jpg;4;4;Grassland
3.jpg;0;0;Swamp
3.jpg;0;1;Field
3.jpg;0;2;Forest
3.jpg;0;3;Forest
3.jpg;0;4;Forest
3.jpg;1;0;Field
3.jpg;1;1;Field
3.jpg;1;2;Forest
3.jpg;1;3;Forest
3.jpg;1;4;Forest
3.jpg;2;0;Mine
3.jpg;2;1;Field
3.jpg;2;2;Home
3.jpg;2;3;Forest
3.jpg;2;4;Lake
3.jpg;3;0;Field
3.jpg;3;1;Forest
3.jpg;3;2;Forest
3.jpg;3;3;Forest
3.jpg;3;4;Lake
3.jpg;4;0;Lake
3.jpg;4;1;Lake
3.jpg;4;2;Lake
3.jpg;4;3;Forest
3.jpg;4;4;Lake
30.jpg;0;0;Forest
30.jpg;0;1;Forest
30.jpg;0;2;Forest
30.jpg;0;3;Forest
30.jpg;0;4;Lake
30.jpg;1;0;Forest
30.jpg;1;1;Field
30.jpg;1;2;Forest
30.jpg;1;3;Forest
30.jpg;1;4;Lake
30.jpg;2;0;Mine
30.jpg;2;1;Field
30.jpg;2;2;Home
30.jpg;2;3;Forest
30.jpg;2;4;Lake
30.jpg;3;0;Field
30.jpg;3;1;Field
30.jpg;3;2;Forest
30.jpg;3;3;Forest
30.jpg;3;4;Lake
30.jpg;4;0;Lake
30.jpg;4;1;Lake
30.jpg;4;2;Lake
30.jpg;4;3;Lake
30.jpg;4;4;Lake
31.jpg;0;0;Grassland
31.jpg;0;1;Grassland
31.jpg;0;2;Field
31.jpg;0;3;Field
31.jpg;0;4;Field
31.jpg;1;0;Lake
31.jpg;1;1;Grassland
31.jpg;1;2;Grassland
31.jpg;1;3;Field
31.jpg;1;4;Forest
31.jpg;2;0;Lake
31.jpg;2;1;Grassland
31.jpg;2;2;Home
31.jpg;2;3;Field
31.jpg;2;4;Forest
31.jpg;3;0;Grassland
31.jpg;3;1;Grassland
31.jpg;3;2;Field
31.jpg;3;3;Field
31.jpg;3;4;Forest
31.jpg;4;0;Field
31.jpg;4;1;Grassland
31.jpg;4;2;Forest
31.jpg;4;3;Forest
31.jpg;4;4;Forest
32.jpg;0;0;Mine
32.jpg;0;1;Mine
32.jpg;0;2;Field
32.jpg;0;3;Field
32.jpg;0;4;Swamp
32.jpg;1;0;Swamp
32.jpg;1;1;Swamp
32.jpg;1;2;Grassland
32.jpg;1;3;Grassland
32.jpg;1;4;Forest
32.jpg;2;0;Swamp
32.jpg;2;1;Swamp
32.jpg;2;2;Swamp
32.jpg;2;3;Grassland
32.jpg;2;4;Home
32.jpg;3;0;Swamp
32.jpg;3;1;Swamp
32.jpg;3;2;Swamp
32.jpg;3;3;Grassland
32.jpg;3;4;Grassland
32.jpg;4;0;Field
32.jpg;4;1;Field
32.jpg;4;2;Field
32.jpg;4;3;Field
32.jpg;4;4;Field
33.jpg;0;0;Grassland
33.jpg;0;1;Field
33.jpg;0;2;Lake
33.jpg;0;3;Lake
33.jpg;0;4;Lake
33.jpg;1;0;Field
33.jpg;1;1;Field
33.jpg;1;2;Swamp
33.jpg;1;3;Field
33.jpg;1;4;Forest
33.jpg;2;0;Lake
33.jpg;2;1;Field
33.jpg;2;2;Home
33.jpg;2;3;Forest
33.jpg;2;4;Forest
33.jpg;3;0;Lake
33.jpg;3;1;Forest
33.jpg;3;2;Forest
33.jpg;3;3;Forest
33.jpg;3;4;Empty
33.jpg;4;0;Lake
33.jpg;4;1;Forest
33.jpg;4;2;Field
33.jpg;4;3;Field
33.jpg;4;4;Empty
34.jpg;0;0;Swamp
34.jpg;0;1;Swamp
34.jpg;0;2;Home
34.jpg;0;3;Grassland
34.jpg;0;4;Grassland
34.jpg;1;0;Swamp
34.jpg;1;1;Field
34.jpg;1;2;Field
34.jpg;1;3;Grassland
34.jpg;1;4;Grassland
34.jpg;2;0;Swamp
34.jpg;2;1;Mine
34.jpg;2;2;Field
34.jpg;2;3;Field
34.jpg;2;4;Field
34.jpg;3;0;Swamp
34.jpg;3;1;Grassland
34.jpg;3;2;Field
34.jpg;3;3;Forest
34.jpg;3;4;Field
34.jpg;4;0;Forest
34.jpg;4;1;Grassland
34.jpg;4;2;Field
34.jpg;4;3;Mine
34.jpg;4;4;Lake
35.jpg;0;0;Swamp
35.jpg;0;1;Field
35.jpg;0;2;Forest
35.jpg;0;3;Forest
35.jpg;0;4;Forest
35.jpg;1;0;Swamp
35.jpg;1;1;Forest
35.jpg;1;2;Forest
35.jpg;1;3;Lake
35.jpg;1;4;Lake
35.jpg;2;0;Field
35.jpg;2;1;Field
35.jpg;2;2;Home
35.jpg;2;3;Lake
35.jpg;2;4;Lake
35.jpg;3;0;Field
35.jpg;3;1;Field
35.jpg;3;2;Field
35.jpg;3;3;Lake
35.jpg;3;4;Lake
35.jpg;4;0;Mine
35.jpg;4;1;Mine
35.jpg;4;2;Mine
35.jpg;4;3;Mine
35.jpg;4;4;Swamp
36.jpg;0;0;Field
36.jpg;0;1;Forest
36.jpg;0;2;Forest
36.jpg;0;3;Forest
36.jpg;0;4;Swamp
36.jpg;1;0;Field
36.jpg;1;1;Field
36.jpg;1;2;Forest
36.jpg;1;3;Home
36.jpg;1;4;Grassland
36.jpg;2;0;Grassland
36.jpg;2;1;Field
36.jpg;2;2;Forest
36.jpg;2;3;Forest
36.jpg;2;4;Grassland
36.jpg;3;0;Lake
36.jpg;3;1;Forest
36.jpg;3;2;Forest
36.jpg;3;3;Grassland
36.jpg;3;4;Grassland
36.jpg;4;0;Lake
36.jpg;4;1;Field
36.jpg;4;2;Lake
36.jpg;4;3;Grassland
36.jpg;4;4;Lake
37.jpg;0;0;Grassland
37.jpg;0;1;Field
37.jpg;0;2;Lake
37.jpg;0;3;Lake
37.jpg;0;4;Lake
37.jpg;1;0;Field
37.jpg;1;1;Field
37.jpg;1;2;Swamp
37.jpg;1;3;Field
37.jpg;1;4;Forest
37.jpg;2;0;Lake
37.jpg;2;1;Field
37.jpg;2;2;Home
37.jpg;2;3;Forest
37.jpg;2;4;Forest
37.jpg;3;0;Lake
37.jpg;3;1;Forest
37.jpg;3;2;Forest
37.jpg;3;3;Forest
37.jpg;3;4;Empty
37.jpg;4;0;Lake
37.jpg;4;1;Forest
37.jpg;4;2;Field
37.jpg;4;3;Field
37.jpg;4;4;Empty
38.jpg;0;0;Swamp
38.jpg;0;1;Swamp
38.jpg;0;2;Home
38.jpg;0;3;Grassland
38.jpg;0;4;Grassland
38.jpg;1;0;Swamp
38.jpg;1;1;Field
38.jpg;1;2;Field
38.jpg;1;3;Grassland
38.jpg;1;4;Grassland
38.jpg;2;0;Swamp
38.jpg;2;1;Mine
38.jpg;2;2;Field
38.jpg;2;3;Field
38.jpg;2;4;Field
38.jpg;3;0;Swamp
38.jpg;3;1;Grassland
38.jpg;3;2;Field
38.jpg;3;3;Forest
38.jpg;3;4;Field
38.jpg;4;0;Forest
38.jpg;4;1;Grassland
38.jpg;4;2;Field
38.jpg;4;3;Mine
38.jpg;4;4;Lake
39.jpg;0;0;Swamp
39.jpg;0;1;Field
39.jpg;0;2;Forest
39.jpg;0;3;Forest
39.jpg;0;4;Forest
39.jpg;1;0;Swamp
39.jpg;1;1;Forest
39.jpg;1;2;Forest
39.jpg;1;3;Lake
39.jpg;1;4;Lake
39.jpg;2;0;Field
39.jpg;2;1;Field
39.jpg;2;2;Home
39.jpg;2;3;Lake
39.jpg;2;4;Lake
39.jpg;3;0;Field
39.jpg;3;1;Field
39.jpg;3;2;Field
39.jpg;3;3;Lake
39.jpg;3;4;Lake
39.jpg;4;0;Mine
39.jpg;4;1;Mine
39.jpg;4;2;Mine
39.jpg;4;3;Mine
39.jpg;4;4;Swamp
4.jpg;0;0;Lake
4.jpg;0;1;Field
4.jpg;0;2;Field
4.jpg;0;3;Swamp
4.jpg;0;4;Field
4.jpg;1;0;Lake
4.jpg;1;1;Field
4.jpg;1;2;Grassland
4.jpg;1;3;Grassland
4.jpg;1;4;Field
4.jpg;2;0;Lake
4.jpg;2;1;Field
4.jpg;2;2;Field
4.jpg;2;3;Field
4.jpg;2;4;Field
4.jpg;3;0;Lake
4.jpg;3;1;Field
4.jpg;3;2;Field
4.jpg;3;3;Forest
4.jpg;3;4;Forest
4.jpg;4;0;Lake
4.jpg;4;1;Lake
4.jpg;4;2;Home
4.jpg;4;3;Lake
4.jpg;4;4;Lake
40.jpg;0;0;Field
40.jpg;0;1;Forest
40.jpg;0;2;Forest
40.jpg;0;3;Forest
40.jpg;0;4;Swamp
40.jpg;1;0;Field
40.jpg;1;1;Field
40.jpg;1;2;Forest
40.jpg;1;3;Home
40.jpg;1;4;Grassland
40.jpg;2;0;Grassland
40.jpg;2;1;Field
40.jpg;2;2;Forest
40.jpg;2;3;Forest
40.jpg;2;4;Grassland
40.jpg;3;0;Lake
40.jpg;3;1;Forest
40.jpg;3;2;Forest
40.jpg;3;3;Grassland
40.jpg;3;4;Grassland
40.jpg;4;0;Lake
40.jpg;4;1;Field
40.jpg;4;2;Lake
40.jpg;4;3;Grassland
40.jpg;4;4;Lake
41.jpg;0;0;Field
41.jpg;0;1;Swamp
41.jpg;0;2;Field
41.jpg;0;3;Forest
41.jpg;0;4;Lake
41.jpg;1;0;Grassland
41.jpg;1;1;Grassland
41.jpg;1;2;Field
41.jpg;1;3;Field
41.jpg;1;4;Lake
41.jpg;2;0;Forest
41.jpg;2;1;Lake
41.jpg;2;2;Lake
41.jpg;2;3;Lake
41.jpg;2;4;Lake
41.jpg;3;0;Mine
41.jpg;3;1;Swamp
41.jpg;3;2;Field
41.jpg;3;3;Forest
41.jpg;3;4;Lake
41.jpg;4;0;Mine
41.jpg;4;1;Field
41.jpg;4;2;Field
41.jpg;4;3;Forest
41.jpg;4;4;Home
42.jpg;0;0;Field
42.jpg;0;1;Lake
42.jpg;0;2;Lake
42.jpg;0;3;Forest
42.jpg;0;4;Forest
42.jpg;1;0;Field
42.jpg;1;1;Field
42.jpg;1;2;Forest
42.jpg;1;3;Forest
42.jpg;1;4;Forest
42.jpg;2;0;Field
42.jpg;2;1;Lake
42.jpg;2;2;Forest
42.jpg;2;3;Forest
42.jpg;2;4;Swamp
42.jpg;3;0;Field
42.jpg;3;1;Lake
42.jpg;3;2;Lake
42.jpg;3;3;Forest
42.jpg;3;4;Mine
42.jpg;4;0;Field
42.jpg;4;1;Field
42.jpg;4;2;Field
42.jpg;4;3;Forest
