Filename;Row;Col;Label
42.jpg;4;4;Home
43.jpg;0;0;Forest
43.jpg;0;1;Forest
43.jpg;0;2;Forest
43.jpg;0;3;Field
43.jpg;0;4;Field
43.jpg;1;0;Grassland
43.jpg;1;1;Grassland
43.jpg;1;2;Grassland
43.jpg;1;3;Field
43.jpg;1;4;Mine
43.jpg;2;0;Lake
43.jpg;2;1;Grassland
43.jpg;2;2;Home
43.jpg;2;3;Field
43.jpg;2;4;Mine
43.jpg;3;0;Swamp
43.jpg;3;1;Grassland
43.jpg;3;2;Grassland
43.jpg;3;3;Field
43.jpg;3;4;Grassland
43.jpg;4;0;Lake
43.jpg;4;1;Grassland
43.jpg;4;2;Grassland
43.jpg;4;3;Grassland
43.jpg;4;4;Grassland
44.jpg;0;0;Field
44.jpg;0;1;Swamp
44.jpg;0;2;Field
44.jpg;0;3;Forest
44.jpg;0;4;Lake
44.jpg;1;0;Grassland
44.jpg;1;1;Grassland
44.jpg;1;2;Field
44.jpg;1;3;Field
44.jpg;1;4;Lake
44.jpg;2;0;Forest
44.jpg;2;1;Lake
44.jpg;2;2;Lake
44.jpg;2;3;Lake
44.jpg;2;4;Lake
44.jpg;3;0;Mine
44.jpg;3;1;Swamp
44.jpg;3;2;Field
44.jpg;3;3;Forest
44.jpg;3;4;Lake
44.jpg;4;0;Mine
44.jpg;4;1;Field
44.jpg;4;2;Field
44.jpg;4;3;Forest
44.jpg;4;4;Home
45.jpg;0;0;Forest
45.jpg;0;1;Field
45.jpg;0;2;Swamp
45.jpg;0;3;Field
45.jpg;0;4;Grassland
45.jpg;1;0;Forest
45.jpg;1;1;Field
45.jpg;1;2;Swamp
45.jpg;1;3;Swamp
45.jpg;1;4;Swamp
45.jpg;2;0;Home
45.jpg;2;1;Field
45.jpg;2;2;Mine
45.jpg;2;3;Swamp
45.jpg;2;4;Swamp
45.jpg;3;0;Forest
45.jpg;3;1;Field
45.jpg;3;2;Field
45.jpg;3;3;Lake
45.jpg;3;4;Lake
45.jpg;4;0;Forest
45.jpg;4;1;Forest
45.jpg;4;2;Forest
45.jpg;4;3;Lake
45.jpg;4;4;Lake
46.jpg;0;0;Field
46.jpg;0;1;Lake
46.jpg;0;2;Lake
46.jpg;0;3;Forest
46.jpg;0;4;Forest
46.jpg;1;0;Field
46.jpg;1;1;Field
46.jpg;1;2;Forest
46.jpg;1;3;Forest
46.jpg;1;4;Forest
46.jpg;2;0;Field
46.jpg;2;1;Lake
46.jpg;2;2;Forest
46.jpg;2;3;Forest
46.jpg;2;4;Swamp
46.jpg;3;0;Field
46.jpg;3;1;Lake
46.jpg;3;2;Lake
46.jpg;3;3;Forest
46.jpg;3;4;Mine
46.jpg;4;0;Field
46.jpg;4;1;Field
46.jpg;4;2;Field
46.jpg;4;3;Forest
46.jpg;4;4;Home
47.jpg;0;0;Forest
47.jpg;0;1;Forest
47.jpg;0;2;Forest
47.jpg;0;3;Field
47.jpg;0;4;Field
47.jpg;1;0;Grassland
47.jpg;1;1;Grassland
47.jpg;1;2;Grassland
47.jpg;1;3;Field
47.jpg;1;4;Mine
47.jpg;2;0;Lake
47.jpg;2;1;Grassland
47.jpg;2;2;Home
47.jpg;2;3;Field
47.jpg;2;4;Mine
47.jpg;3;0;Swamp
47.jpg;3;1;Grassland
47.jpg;3;2;Grassland
47.jpg;3;3;Field
47.jpg;3;4;Grassland
47.jpg;4;0;Lake
47.jpg;4;1;Grassland
47.jpg;4;2;Grassland
47.jpg;4;3;Grassland
47.jpg;4;4;Grassland
48.jpg;0;0;Lake
48.jpg;0;1;Swamp
48.jpg;0;2;Field
48.jpg;0;3;Forest
48.jpg;0;4;Forest
48.jpg;1;0;Field
48.jpg;1;1;Field
48.jpg;1;2;Field
48.jpg;1;3;Field
48.jpg;1;4;Forest
48.jpg;2;0;Field
48.jpg;2;1;Field
48.jpg;2;2;Home
48.jpg;2;3;Field
48.jpg;2;4;Forest
48.jpg;3;0;Swamp
48.jpg;3;1;Mine
48.jpg;3;2;Mine
48.jpg;3;3;Field
48.jpg;3;4;Field
48.jpg;4;0;Swamp
48.jpg;4;1;Swamp
48.jpg;4;2;Swamp
48.jpg;4;3;Swamp
48.jpg;4;4;Swamp
49.jpg;0;0;Field
49.jpg;0;1;Lake
49.jpg;0;2;Lake
49.jpg;0;3;Forest
49.jpg;0;4;Forest
49.jpg;1;0;Field
49.jpg;1;1;Forest
49.jpg;1;2;Mine
49.jpg;1;3;Field
49.jpg;1;4;Lake
49.jpg;2;0;Swamp
49.jpg;2;1;Grassland
49.jpg;2;2;Home
49.jpg;2;3;Lake
49.jpg;2;4;Lake
49.jpg;3;0;Grassland
49.jpg;3;1;Grassland
49.jpg;3;2;Forest
49.jpg;3;3;Lake
49.jpg;3;4;Lake
49.jpg;4;0;Field
49.jpg;4;1;Field
49.jpg;4;2;Forest
49.jpg;4;3;Forest
49.jpg;4;4;Forest
5.jpg;0;0;Grassland
5.jpg;0;1;Lake
5.jpg;0;2;Forest
5.jpg;0;3;Forest
5.jpg;0;4;Forest
5.jpg;1;0;Grassland
5.jpg;1;1;Forest
5.jpg;1;2;Forest
5.jpg;1;3;Forest
5.jpg;1;4;Grassland
5.jpg;2;0;Grassland
5.jpg;2;1;Swamp
5.jpg;2;2;Home
5.jpg;2;3;Forest
5.jpg;2;4;Grassland
5.jpg;3;0;Grassland
5.jpg;3;1;Swamp
5.jpg;3;2;Lake
5.jpg;3;3;Grassland
5.jpg;3;4;Grassland
5.jpg;4;0;Forest
5.jpg;4;1;Lake
5.jpg;4;2;Lake
5.jpg;4;3;Grassland
5.jpg;4;4;Field
50.jpg;0;0;Forest
50.jpg;0;1;Forest
50.jpg;0;2;Forest
50.jpg;0;3;Field
50.jpg;0;4;Grassland
50.jpg;1;0;Forest
50.jpg;1;1;Forest
50.jpg;1;2;Forest
50.jpg;1;3;Field
50.jpg;1;4;Grassland
50.jpg;2;0;Forest
50.jpg;2;1;Lake
50.jpg;2;2;Home
50.jpg;2;3;Field
50.jpg;2;4;Grassland
50.jpg;3;0;Lake
50.jpg;3;1;Lake
50.jpg;3;2;Field
50.jpg;3;3;Field
50.jpg;3;4;Mine
50.jpg;4;0;Lake
50.jpg;4;1;Lake
50.jpg;4;2;Lake
50.jpg;4;3;Swamp
50.jpg;4;4;Mine
51.jpg;0;0;Grassland
51.jpg;0;1;Grassland
51.jpg;0;2;Lake
51.jpg;0;3;Lake
51.jpg;0;4;Field
51.jpg;1;0;Lake
51.jpg;1;1;Forest
51.jpg;1;2;Forest
51.jpg;1;3;Mine
51.jpg;1;4;Field
51.jpg;2;0;Forest
51.jpg;2;1;Forest
51.jpg;2;2;Home
51.jpg;2;3;Grassland
51.jpg;2;4;Field
51.jpg;3;0;Field
51.jpg;3;1;Swamp
51.jpg;3;2;Lake
51.jpg;3;3;Grassland
51.jpg;3;4;Field
51.jpg;4;0;Grassland
51.jpg;4;1;Grassland
51.jpg;4;2;Grassland
51.jpg;4;3;Grassland
51.jpg;4;4;Field
52.jpg;0;0;Lake
52.jpg;0;1;Swamp
52.jpg;0;2;Field
52.jpg;0;3;Forest
52.jpg;0;4;Forest
52.jpg;1;0;Field
52.jpg;1;1;Field
52.jpg;1;2;Field
52.jpg;1;3;Field
52.jpg;1;4;Forest
52.jpg;2;0;Field
52.jpg;2;1;Field
52.jpg;2;2;Home
52.jpg;2;3;Field
52.jpg;2;4;Forest
52.jpg;3;0;Swamp
52.jpg;3;1;Mine
52.jpg;3;2;Mine
52.jpg;3;3;Field
52.jpg;3;4;Field
52.jpg;4;0;Swamp
52.jpg;4;1;Swamp
52.jpg;4;2;Swamp
52.jpg;4;3;Swamp
52.jpg;4;4;Swamp
53.jpg;0;0;Field
53.jpg;0;1;Lake
53.jpg;0;2;Lake
53.jpg;0;3;Forest
53.jpg;0;4;Forest
53.jpg;1;0;Field
53.jpg;1;1;Forest
53.jpg;1;2;Mine
53.jpg;1;3;Field
53.jpg;1;4;Lake
53.jpg;2;0;Swamp
53.jpg;2;1;Grassland
53.jpg;2;2;Home
53.jpg;2;3;Lake
53.jpg;2;4;Lake
53.jpg;3;0;Grassland
53.jpg;3;1;Grassland
53.jpg;3;2;Forest
53.jpg;3;3;Lake
53.jpg;3;4;Lake
53.jpg;4;0;Field
53.jpg;4;1;Field
53.jpg;4;2;Forest
53.jpg;4;3;Forest
53.jpg;4;4;Forest
54.jpg;0;0;Forest
54.jpg;0;1;Forest
54.jpg;0;2;Forest
54.jpg;0;3;Field
54.jpg;0;4;Grassland
54.jpg;1;0;Forest
54.jpg;1;1;Forest
54.jpg;1;2;Forest
54.jpg;1;3;Field
54.jpg;1;4;Grassland
54.jpg;2;0;Forest
54.jpg;2;1;Lake
54.jpg;2;2;Home
54.jpg;2;3;Field
54.jpg;2;4;Grassland
54.jpg;3;0;Lake
54.jpg;3;1;Lake
54.jpg;3;2;Field
54.jpg;3;3;Field
54.jpg;3;4;Mine
54.jpg;4;0;Lake
54.jpg;4;1;Lake
54.jpg;4;2;Lake
54.jpg;4;3;Swamp
54.jpg;4;4;Mine
55.jpg;0;0;Grassland
55.jpg;0;1;Grassland
55.jpg;0;2;Lake
55.jpg;0;3;Lake
55.jpg;0;4;Field
55.jpg;1;0;Lake
55.jpg;1;1;Forest
55.jpg;1;2;Forest
55.jpg;1;3;Mine
55.jpg;1;4;Field
55.jpg;2;0;Forest
55.jpg;2;1;Forest
55.jpg;2;2;Home
55.jpg;2;3;Grassland
55.jpg;2;4;Field
55.jpg;3;0;Field
55.jpg;3;1;Swamp
55.jpg;3;2;Lake
55.jpg;3;3;Grassland
55.jpg;3;4;Field
55.jpg;4;0;Grassland
55.jpg;4;1;Grassland
55.jpg;4;2;Grassland
55.jpg;4;3;Grassland
55.jpg;4;4;Field
56.jpg;0;0;Mine
56.jpg;0;1;Forest
56.jpg;0;2;Lake
56.jpg;0;3;Lake
56.jpg;0;4;Lake
56.jpg;1;0;Field
56.jpg;1;1;Forest
56.jpg;1;2;Lake
56.jpg;1;3;Lake
56.jpg;1;4;Lake
56.jpg;2;0;Field
56.jpg;2;1;Field
56.jpg;2;2;Mine
56.jpg;2;3;Lake
56.jpg;2;4;Lake
56.jpg;3;0;Swamp
56.jpg;3;1;Swamp
56.jpg;3;2;Swamp
56.jpg;3;3;Forest
56.jpg;3;4;Forest
56.jpg;4;0;Swamp
56.jpg;4;1;Swamp
56.jpg;4;2;Home
56.jpg;4;3;Field
56.jpg;4;4;Forest
57.jpg;0;0;Grassland
57.jpg;0;1;Forest
57.jpg;0;2;Grassland
57.jpg;0;3;Grassland
57.jpg;0;4;Lake
57.jpg;1;0;Grassland
57.jpg;1;1;Forest
57.jpg;1;2;Grassland
57.jpg;1;3;Field
57.jpg;1;4;Forest
57.jpg;2;0;Grassland
57.jpg;2;1;Grassland
57.jpg;2;2;Grassland
57.jpg;2;3;Field
57.jpg;2;4;Home
57.jpg;3;0;Grassland
57.jpg;3;1;Swamp
57.jpg;3;2;Grassland
57.jpg;3;3;Field
57.jpg;3;4;Field
57.jpg;4;0;Grassland
57.jpg;4;1;Swamp
57.jpg;4;2;Grassland
57.jpg;4;3;Lake
57.jpg;4;4;Lake
58.jpg;0;0;Field
58.jpg;0;1;Swamp
58.jpg;0;2;Swamp
58.jpg;0;3;Field
58.jpg;0;4;Home
58.jpg;1;0;Mine
58.jpg;1;1;Mine
58.jpg;1;2;Field
58.jpg;1;3;Field
58.jpg;1;4;Forest
58.jpg;2;0;Mine
58.jpg;2;1;Field
58.jpg;2;2;Field
58.jpg;2;3;Forest
58.jpg;2;4;Forest
58.jpg;3;0;Lake
58.jpg;3;1;Field
58.jpg;3;2;Field
58.jpg;3;3;Field
58.jpg;3;4;Forest
58.jpg;4;0;Grassland
58.jpg;4;1;Grassland
58.jpg;4;2;Field
58.jpg;4;3;Forest
58.jpg;4;4;Forest
59.jpg;0;0;Mine
59.jpg;0;1;Field
59.jpg;0;2;Home
59.jpg;0;3;Field
59.jpg;0;4;Lake
59.jpg;1;0;Forest
59.jpg;1;1;Field
59.jpg;1;2;Lake
59.jpg;1;3;Field
59.jpg;1;4;Lake
59.jpg;2;0;Forest
59.jpg;2;1;Field
59.jpg;2;2;Field
59.jpg;2;3;Field
59.jpg;2;4;Lake
59.jpg;3;0;Forest
59.jpg;3;1;Forest
59.jpg;3;2;Field
59.jpg;3;3;Swamp
59.jpg;3;4;Lake
59.jpg;4;0;Forest
59.jpg;4;1;Forest
59.jpg;4;2;Forest
59.jpg;4;3;Forest
59.jpg;4;4;Lake
6.jpg;0;0;Field
6.jpg;0;1;Swamp
6.jpg;0;2;Field
6.jpg;0;3;Mine
6.jpg;0;4;Swamp
6.jpg;1;0;Mine
6.jpg;1;1;Swamp
6.jpg;1;2;Field
6.jpg;1;3;Field
6.jpg;1;4;Forest
6.jpg;2;0;Mine
6.jpg;2;1;Swamp
6.jpg;2;2;Home
6.jpg;2;3;Field
6.jpg;2;4;Field
6.jpg;3;0;Mine
6.jpg;3;1;Mine
6.jpg;3;2;Grassland
6.jpg;3;3;Grassland
6.jpg;3;4;Field
6.jpg;4;0;Field
6.jpg;4;1;Field
6.jpg;4;2;Swamp
6.jpg;4;3;Swamp
6.jpg;4;4;Grassland
60.jpg;0;0;Mine
60.jpg;0;1;Forest
60.jpg;0;2;Lake
60.jpg;0;3;Lake
60.jpg;0;4;Lake
60.jpg;1;0;Field
60.jpg;1;1;Forest
60.jpg;1;2;Lake
60.jpg;1;3;Lake
60.jpg;1;4;Lake
60.jpg;2;0;Field
60.jpg;2;1;Field
60.jpg;2;2;Mine
60.jpg;2;3;Lake
60.jpg;2;4;Lake
60.jpg;3;0;Swamp
60.jpg;3;1;Swamp
60.jpg;3;2;Swamp
60.jpg;3;3;Forest
60.jpg;3;4;Forest
60.jpg;4;0;Swamp
60.jpg;4;1;Swamp
60.jpg;4;2;Home
60.jpg;4;3;Field
60.jpg;4;4;Forest
61.jpg;0;0;Grassland
61.jpg;0;1;Forest
61.jpg;0;2;Grassland
61.jpg;0;3;Grassland
61.jpg;0;4;Lake
61.jpg;1;0;Grassland
61.jpg;1;1;Forest
61.jpg;1;2;Grassland
61.jpg;1;3;Field
61.jpg;1;4;Forest
61.jpg;2;0;Grassland
61.jpg;2;1;Grassland
61.jpg;2;2;Grassland
61.jpg;2;3;Field
61.jpg;2;4;Home
61.jpg;3;0;Grassland
61.jpg;3;1;Swamp
61.jpg;3;2;Grassland
61.jpg;3;3;Field
61.jpg;3;4;Field
61.jpg;4;0;Grassland
61.jpg;4;1;Swamp
61.jpg;4;2;Grassland
61.jpg;4;3;Lake
61.jpg;4;4;Lake
62.jpg;0;0;Field
62.jpg;0;1;Swamp
62.jpg;0;2;Swamp
62.jpg;0;3;Field
62.jpg;0;4;Home
62.jpg;1;0;Mine
62.jpg;1;1;Mine
62.jpg;1;2;Field
62.jpg;1;3;Field
62.jpg;1;4;Forest
62.jpg;2;0;Mine
62.jpg;2;1;Field
62.jpg;2;2;Field
62.jpg;2;3;Forest
62.jpg;2;4;Forest
62.jpg;3;0;Lake
62.jpg;3;1;Field
62.jpg;3;2;Field
62.jpg;3;3;Field
62.jpg;3;4;Forest
62.jpg;4;0;Grassland
62.jpg;4;1;Grassland
62.jpg;4;2;Field
62.jpg;4;3;Forest
62.jpg;4;4;Forest
63.jpg;0;0;Mine
63.jpg;0;1;Field
63.jpg;0;2;Home
63.jpg;0;3;Field
63.jpg;0;4;Lake
63.jpg;1;0;Forest
63.jpg;1;1;Field
63.jpg;1;2;Lake
63.jpg;1;3;Field
63.jpg;1;4;Lake
63.jpg;2;0;Forest
63.jpg;2;1;Field
63.jpg;2;2;Field
63.jpg;2;3;Field
63.jpg;2;4;Lake
63.jpg;3;0;Forest
63.jpg;3;1;Forest
63.jpg;3;2;Field
63.jpg;3;3;Swamp
63.jpg;3;4;Lake
63.jpg;4;0;Forest
63.jpg;4;1;Forest
63.jpg;4;2;Forest
63.jpg;4;3;Forest
63.jpg;4;4;Lake
64.jpg;0;0;Forest
64.jpg;0;1;Forest
64.jpg;0;2;Forest
64.jpg;0;3;Forest
64.jpg;0;4;Forest
64.jpg;1;0;Forest
64.jpg;1;1;Field
64.jpg;1;2;Field
64.jpg;1;3;Field
64.jpg;1;4;Field
64.jpg;2;0;Forest
64.jpg;2;1;Field
64.jpg;2;2;Field
64.jpg;2;3;Field
64.jpg;2;4;Field
64.jpg;3;0;Forest
64.jpg;3;1;Field
64.jpg;3;2;Forest
64.jpg;3;3;Forest
64.jpg;3;4;Field
64.jpg;4;0;Forest
64.jpg;4;1;Forest
64.jpg;4;2;Forest
64.jpg;4;3;Forest
64.jpg;4;4;Home
65.jpg;0;0;Grassland
65.jpg;0;1;Grassland
65.jpg;0;2;Lake
65.jpg;0;3;Field
65.jpg;0;4;Swamp
65.jpg;1;0;Forest
65.jpg;1;1;Grassland
65.jpg;1;2;Grassland
65.jpg;1;3;Field
65.jpg;1;4;Field
65.jpg;2;0;Forest
65.jpg;2;1;Grassland
65.jpg;2;2;Grassland
65.jpg;2;3;Field
65.jpg;2;4;Home
65.jpg;3;0;Lake
65.jpg;3;1;Grassland
65.jpg;3;2;Grassland
65.jpg;3;3;Field
65.jpg;3;4;Field
65.jpg;4;0;Lake
65.jpg;4;1;Grassland
65.jpg;4;2;Grassland
65.jpg;4;3;Grassland
65.jpg;4;4;Grassland
66.jpg;0;0;Field
66.jpg;0;1;Field
66.jpg;0;2;Field
66.jpg;0;3;Field
66.jpg;0;4;Field
66.jpg;1;0;Swamp
66.jpg;1;1;Mine
66.jpg;1;2;Mine
66.jpg;1;3;Mine
66.jpg;1;4;Mine
66.jpg;2;0;Swamp
66.jpg;2;1;Mine
66.jpg;2;2;Mine
66.jpg;2;3;Swamp
66.jpg;2;4;Field
66.jpg;3;0;Swamp
66.jpg;3;1;Field
66.jpg;3;2;Swamp
66.jpg;3;3;Swamp
66.jpg;3;4;Grassland
66.jpg;4;0;Swamp
66.jpg;4;1;Swamp
66.jpg;4;2;Swamp
66.jpg;4;3;Grassland
66.jpg;4;4;Home
67.jpg;0;0;Lake
67.jpg;0;1;Lake
67.jpg;0;2;Lake
67.jpg;0;3;Lake
67.jpg;0;4;Home
67.jpg;1;0;Lake
67.jpg;1;1;Field
67.jpg;1;2;Lake
67.jpg;1;3;Lake
67.jpg;1;4;Lake
67.jpg;2;0;Lake
67.jpg;2;1;Field
67.jpg;2;2;Field
67.jpg;2;3;Forest
67.jpg;2;4;Forest
67.jpg;3;0;Lake
67.jpg;3;1;Forest
67.jpg;3;2;Forest
67.jpg;3;3;Forest
67.jpg;3;4;Forest
67.jpg;4;0;Lake
67.jpg;4;1;Lake
67.jpg;4;2;Lake
67.jpg;4;3;Lake
67.jpg;4;4;Lake
68.jpg;0;0;Forest
68.jpg;0;1;Forest
68.jpg;0;2;Forest
68.jpg;0;3;Forest
68.jpg;0;4;Forest
68.jpg;1;0;Forest
68.jpg;1;1;Field
68.jpg;1;2;Field
68.jpg;1;3;Field
68.jpg;1;4;Field
68.jpg;2;0;Forest
68.jpg;2;1;Field
68.jpg;2;2;Field
68.jpg;2;3;Field
68.jpg;2;4;Field
68.jpg;3;0;Forest
68.jpg;3;1;Field
68.jpg;3;2;Forest
68.jpg;3;3;Forest
68.jpg;3;4;Field
68.jpg;4;0;Forest
68.jpg;4;1;Forest
68.jpg;4;2;Forest
68.jpg;4;3;Forest
68.jpg;4;4;Home
69.jpg;0;0;Field
69.jpg;0;1;Field
69.jpg;0;2;Field
69.jpg;0;3;Field
69.jpg;0;4;Field
69.jpg;1;0;Swamp
69.jpg;1;1;Mine
69.jpg;1;2;Mine
69.jpg;1;3;Mine
69.jpg;1;4;Mine
69.jpg;2;0;Swamp
69.jpg;2;1;Mine
69.jpg;2;2;Mine
69.jpg;2;3;Swamp
69.jpg;2;4;Field
69.jpg;3;0;Swamp
69.jpg;3;1;Field
69.jpg;3;2;Swamp
69.jpg;3;3;Swamp
69.jpg;3;4;Grassland
69.jpg;4;0;Swamp
69.jpg;4;1;Swamp
69.jpg;4;2;Swamp
69.jpg;4;3;Grassland
69.jpg;4;4;Home
7.jpg;0;0;Swamp
7.jpg;0;1;Field
7.jpg;0;2;Forest
7.jpg;0;3;Forest
7.jpg;0;4;Forest
7.jpg;1;0;Field
7.jpg;1;1;Field
7.jpg;1;2;Forest
7.jpg;1;3;Forest
7.jpg;1;4;Forest
7.jpg;2;0;Mine
7.jpg;2;1;Field
7.jpg;2;2;Home
7.jpg;2;3;Forest
7.jpg;2;4;Lake
7.jpg;3;0;Field
7.jpg;3;1;Forest
7.jpg;3;2;Forest
7.jpg;3;3;Forest
7.jpg;3;4;Lake
7.jpg;4;0;Lake
7.jpg;4;1;Lake
7.jpg;4;2;Lake
7.jpg;4;3;Forest
7.jpg;4;4;Lake
70.jpg;0;0;Lake
70.jpg;0;1;Lake
70.jpg;0;2;Lake
70.jpg;0;3;Lake
70.jpg;0;4;Home
70.jpg;1;0;Lake
70.jpg;1;1;Field
70.jpg;1;2;Lake
70.jpg;1;3;Lake
70.jpg;1;4;Lake
70.jpg;2;0;Lake
70.jpg;2;1;Field
70.jpg;2;2;Field
70.jpg;2;3;Forest
70.jpg;2;4;Forest
70.jpg;3;0;Lake
70.jpg;3;1;Forest
70.jpg;3;2;Forest
70.jpg;3;3;Forest
70.jpg;3;4;Forest
70.jpg;4;0;Lake
70.jpg;4;1;Lake
70.jpg;4;2;Lake
70.jpg;4;3;Lake
70.jpg;4;4;Lake
71.jpg;0;0;Forest
71.jpg;0;1;Forest
71.jpg;0;2;Forest
71.jpg;0;3;Forest
71.jpg;0;4;Forest
71.jpg;1;0;Forest
71.jpg;1;1;Field
71.jpg;1;2;Field
71.jpg;1;3;Field
71.jpg;1;4;Field
71.jpg;2;0;Forest
71.jpg;2;1;Field
71.jpg;2;2;Field
71.jpg;2;3;Field
71.jpg;2;4;Field
71.jpg;3;0;Forest
71.jpg;3;1;Field
71.jpg;3;2;Forest
71.jpg;3;3;Forest
71.jpg;3;4;Field
71.jpg;4;0;Forest
71.jpg;4;1;Forest
71.jpg;4;2;Forest
71.jpg;4;3;Forest
71.jpg;4;4;Home
72.jpg;0;0;Grassland
72.jpg;0;1;Grassland
72.jpg;0;2;Lake
72.jpg;0;3;Field
72.jpg;0;4;Swamp
72.jpg;1;0;Forest
72.jpg;1;1;Grassland
72.jpg;1;2;Grassland
72.jpg;1;3;Field
72.jpg;1;4;Field
72.jpg;2;0;Forest
72.jpg;2;1;Grassland
72.jpg;2;2;Grassland
72.jpg;2;3;Field
72.jpg;2;4;Home
72.jpg;3;0;Lake
72.jpg;3;1;Grassland
72.jpg;3;2;Grassland
72.jpg;3;3;Field
72.jpg;3;4;Field
72.jpg;4;0;Lake
72.jpg;4;1;Grassland
72.jpg;4;2;Grassland
72.jpg;4;3;Grassland
72.jpg;4;4;Grassland
73.jpg;0;0;Field
73.jpg;0;1;Field
73.jpg;0;2;Field
73.jpg;0;3;Field
73.jpg;0;4;Field
73.jpg;1;0;Swamp
73.jpg;1;1;Mine
73.jpg;1;2;Mine
73.jpg;1;3;Mine
73.jpg;1;4;Mine
73.jpg;2;0;Swamp
73.jpg;2;1;Mine
73.jpg;2;2;Mine
73.jpg;2;3;Swamp
73.jpg;2;4;Field
73.jpg;3;0;Swamp
73.jpg;3;1;Field
73.jpg;3;2;Swamp
73.jpg;3;3;Swamp
73.jpg;3;4;Grassland
73.jpg;4;0;Swamp
73.jpg;4;1;Swamp
73.jpg;4;2;Swamp
73.jpg;4;3;Grassland
73.jpg;4;4;Home
74.jpg;0;0;Lake
74.jpg;0;1;Lake
74.jpg;0;2;Lake
74.jpg;0;3;Lake
74.jpg;0;4;Home
74.jpg;1;0;Lake
74.jpg;1;1;Field
74.jpg;1;2;Lake
74.jpg;1;3;Lake
74.jpg;1;4;Lake
74.jpg;2;0;Lake
74.jpg;2;1;Field
74.jpg;2;2;Field
74.jpg;2;3;Forest
74.jpg;2;4;Forest
74.jpg;3;0;Lake
74.jpg;3;1;Forest
74.jpg;3;2;Forest
74.jpg;3;3;Forest
74.jpg;3;4;Forest
74.jpg;4;0;Lake
74.jpg;4;1;Lake
74.jpg;4;2;Lake
74.jpg;4;3;Lake
74.jpg;4;4;Lake
8.jpg;0;0;Lake
8.jpg;0;1;Field
8.jpg;0;2;Field
8.jpg;0;3;Swamp
8.jpg;0;4;Field
8.jpg;1;0;Lake
8.jpg;1;1;Field
8.jpg;1;2;Grassland
8.jpg;1;3;Grassland
8.jpg;1;4;Field
8.jpg;2;0;Lake
8.jpg;2;1;Field
8.jpg;2;2;Field
8.jpg;2;3;Field
8.jpg;2;4;Field
8.jpg;3;0;Lake
8.jpg;3;1;Field
8.jpg;3;2;Field
8.jpg;3;3;Forest
8.jpg;3;4;Forest
8.jpg;4;0;Lake
8.jpg;4;1;Lake
8.jpg;4;2;Home
8.jpg;4;3;Lake
8.jpg;4;4;Lake
9.jpg;0;0;Empty
9.jpg;0;1;Mine
9.jpg;0;2;Field
9.jpg;0;3;Field
9.jpg;0;4;Grassland
9.jpg;1;0;Field
9.jpg;1;1;Grassland
9.jpg;1;2;Lake
9.jpg;1;3;Field
9.jpg;1;4;Forest
9.jpg;2;0;Empty
9.jpg;2;1;Grassland
9.jpg;2;2;Grassland
9.jpg;2;3;Field
9.jpg;2;4;Field
9.jpg;3;0;Field
9.jpg;3;1;Swamp
9.jpg;3;2;Field
9.jpg;3;3;Field
9.jpg;3;4;Home
9.jpg;4;0;Swamp
9.jpg;4;1;Swamp
9.jpg;4;2;Field
9.jpg;4;3;Field
9.jpg;4;4;Lake
